PPI,Positive_environment_number,SD,H2O2,Hydroxyurea,Doxorubicin,Forskolin,Raffinose,NaCl,Cold_16C,FK506
YLL034C_YCL055W,1,0,1,0,0,0,0,0,0,0
YNL238W_YDR100W,1,0,1,0,0,0,0,0,0,0
YDL182W_YNL255C,2,0,1,0,0,0,1,0,0,0
YCR057C_YLR129W,2,0,1,0,0,0,0,0,0,1
YNL290W_YJR068W,1,0,1,0,0,0,0,0,0,0
YJR088C_YDL212W,6,0,1,1,0,0,1,1,1,1
YOR341W_YMR068W,1,0,1,0,0,0,0,0,0,0
YGR057C_YOR109W,2,0,1,0,1,0,0,0,0,0
YPL246C_YHR175W,2,0,1,0,0,0,1,0,0,0
YJR152W_YIL084C,1,0,1,0,0,0,0,0,0,0
YHR179W_YBL039C,2,0,1,1,0,0,0,0,0,0
YPR035W_YOL147C,2,0,1,0,0,0,1,0,0,0
YNL007C_YGR060W,2,0,1,0,0,0,1,0,0,0
YHR039C_YEL002C,3,0,1,1,1,0,0,0,0,0
YCL025C_YPR052C,2,0,1,0,0,0,1,0,0,0
YER035W_YDL160C,2,0,1,1,0,0,0,0,0,0
YCR021C_YGL055W,1,0,1,0,0,0,0,0,0,0
YJL060W_YKR080W,5,0,1,1,0,1,1,1,0,0
YNL016W_YIR001C,4,0,1,1,0,0,1,0,0,1
YHR039C_YMR200W,3,0,1,1,0,1,0,0,0,0
YOR298C-A_YKR080W,5,0,1,1,0,1,1,1,0,0
YLL034C_YML067C,1,0,1,0,0,0,0,0,0,0
YBR002C_YMR149W,6,0,1,1,0,1,1,1,0,1
YEL017C-A_YLR100W,5,0,1,1,0,1,1,0,0,1
YBR002C_YAR002C-A,2,0,1,0,0,0,1,0,0,0
YAL042W_YJR010C-A,2,0,1,1,0,0,0,0,0,0
YPR139C_YJL151C,4,0,1,1,0,1,0,0,0,1
YBR011C_YFL047W,1,0,1,0,0,0,0,0,0,0
YDR105C_YPR113W,2,0,1,0,1,0,0,0,0,0
YJL062W_YKL139W,1,0,1,0,0,0,0,0,0,0
YLR432W_YFL005W,1,0,1,0,0,0,0,0,0,0
YCL025C_YGL002W,2,0,1,0,0,0,1,0,0,0
YGR155W_YPR028W,5,0,1,1,1,0,0,1,1,0
YJL153C_YGR234W,4,0,1,1,0,0,1,0,0,1
YML072C_YER020W,1,0,1,0,0,0,0,0,0,0
YPR075C_YGR229C,4,0,1,1,1,0,1,0,0,0
YMR112C_YDR205W,1,0,1,0,0,0,0,0,0,0
YLR332W_YER020W,6,0,1,0,1,1,1,1,0,1
YLR045C_YPL202C,2,0,1,0,0,0,0,1,0,0
YGR038W_YMR149W,3,0,1,0,0,0,1,0,1,0
YPR036W_YDL182W,1,0,1,0,0,0,0,0,0,0
YPL058C_YOR273C,4,0,1,0,0,0,1,0,1,1
YBR241C_YML012W,2,0,1,0,0,0,1,0,0,0
YLL034C_YHR089C,1,0,1,0,0,0,0,0,0,0
YDR233C_YER145C,2,0,1,0,0,0,1,0,0,0
YCL025C_YHR110W,4,0,1,1,0,0,1,0,0,1
YIL138C_YJR010W,2,0,1,0,0,0,1,0,0,0
YAL029C_YBR130C,3,0,1,1,0,1,0,0,0,0
YBR153W_YLR370C,4,0,1,1,1,1,0,0,0,0
YLL034C_YKL126W,1,0,1,0,0,0,0,0,0,0
YER136W_YDL182W,1,0,1,0,0,0,0,0,0,0
YLR045C_YPR028W,1,0,1,0,0,0,0,0,0,0
YHR007C_YCR021C,2,0,1,0,0,1,0,0,0,0
YER023W_YER068W,1,0,1,0,0,0,0,0,0,0
YNL026W_YDL003W,1,0,1,0,0,0,0,0,0,0
YGR130C_YIL105C,3,0,1,1,0,0,0,1,0,0
YDL109C_YOL147C,4,0,1,0,0,1,1,0,0,1
YEL031W_YBR183W,4,0,1,1,0,0,0,1,0,1
YCL025C_YHR175W,4,0,1,0,0,0,1,0,1,1
YOR323C_YDL182W,1,0,1,0,0,0,0,0,0,0
YBR011C_YDR032C,3,0,1,0,0,0,1,0,0,1
YEL017C-A_YKL088W,4,0,1,1,0,0,1,0,0,1
YBR011C_YPR060C,1,0,1,0,0,0,0,0,0,0
YLR221C_YBL068W,1,0,1,0,0,0,0,0,0,0
YLR413W_YGR138C,2,0,1,0,0,0,0,1,0,0
YOR104W_YDR264C,2,0,1,1,0,0,0,0,0,0
YHR078W_YBL051C,1,0,1,0,0,0,0,0,0,0
YEL017C-A_YDR284C,4,0,1,1,0,1,0,0,0,1
YLR447C_YEL031W,2,0,1,0,0,1,0,0,0,0
YDL109C_YBR145W,3,0,1,1,0,0,0,0,1,0
YKR097W_YOR327C,1,0,1,0,0,0,0,0,0,0
YML018C_YFL048C,3,0,1,1,1,0,0,0,0,0
YLL034C_YDR071C,1,0,1,0,0,0,0,0,0,0
YLR326W_YDL222C,4,0,1,0,1,1,0,1,0,0
YMR300C_YBL039C,3,0,1,1,0,0,1,0,0,0
YNL112W_YKR080W,1,0,1,0,0,0,0,0,0,0
YEL017C-A_YHR142W,1,0,1,0,0,0,0,0,0,0
YLR064W_YAR002C-A,2,0,1,0,0,0,1,0,0,0
YGR191W_YGR060W,1,0,1,0,0,0,0,0,0,0
YDR068W_YLR020C,2,0,1,1,0,0,0,0,0,0
YKR072C_YGR060W,2,0,1,0,1,0,0,0,0,0
YHR039C_YBR036C,4,0,1,1,1,1,0,0,0,0
YCL025C_YKL067W,2,0,1,0,0,1,0,0,0,0
YNL007C_YJR010W,2,0,1,0,0,0,1,0,0,0
YIL090W_YNL190W,2,0,1,0,0,1,0,0,0,0
YCL025C_YOR270C,2,0,1,0,0,0,1,0,0,0
YOR204W_YER174C,2,0,1,1,0,0,0,0,0,0
YBR011C_YER023W,2,0,1,0,0,0,1,0,0,0
YEL015W_YDL160C,6,0,1,1,1,1,1,0,0,1
YCL025C_YMR058W,5,0,1,1,0,1,1,1,0,0
YCL025C_YCR033W,1,0,1,0,0,0,0,0,0,0
YBR153W_YOR276W,2,0,1,0,0,1,0,0,0,0
YNL026W_YBR222C,2,0,1,0,0,0,0,1,0,0
YML018C_YDR100W,3,0,1,1,1,0,0,0,0,0
YEL017C-A_YNL048W,5,0,1,1,1,1,0,0,0,1
YJL002C_YPL246C,2,0,1,0,0,0,1,0,0,0
YKL088W_YMR149W,3,0,1,0,0,0,1,0,0,1
YOR332W_YCR021C,2,0,1,1,0,0,0,0,0,0
YNL002C_YHR052W,1,0,1,0,0,0,0,0,0,0
YML075C_YLR450W,3,0,1,0,0,0,1,1,0,0
YCL025C_YLR432W,3,0,1,0,0,1,1,0,0,0
YBR011C_YML058W-A,1,0,1,0,0,0,0,0,0,0
YBR068C_YPL246C,2,0,1,0,0,0,1,0,0,0
YPL145C_YMR300C,1,0,1,0,0,0,0,0,0,0
YCL025C_YHR089C,1,0,1,0,0,0,0,0,0,0
YNL016W_YNR051C,2,0,1,1,0,0,0,0,0,0
YCR043C_YBL102W,6,0,1,1,1,1,1,0,0,1
YGR138C_YER020W,3,0,1,0,1,0,0,0,0,1
YHR094C_YDL222C,2,0,1,0,0,0,0,1,0,0
YFR051C_YLR083C,2,0,1,0,0,0,0,0,0,1
YGR020C_YML012W,1,0,1,0,0,0,0,0,0,0
YNL026W_YGL087C,2,0,1,0,0,0,0,1,0,0
YKL212W_YMR292W,2,0,1,0,0,0,1,0,0,0
YLR045C_YOR054C,2,0,1,0,0,0,0,1,0,0
YLL034C_YDR106W,1,0,1,0,0,0,0,0,0,0
YBR002C_YEL031W,1,0,1,0,0,0,0,0,0,0
YBR283C_YKL212W,4,0,1,1,0,1,1,0,0,0
YOR016C_YGR284C,2,0,1,0,0,0,1,0,0,0
YLR337C_YNL243W,5,0,1,1,1,0,1,0,0,1
YPL221W_YCR021C,3,0,1,0,1,1,0,0,0,0
YKR097W_YDL215C,1,0,1,0,0,0,0,0,0,0
YGR038W_YAR002C-A,3,0,1,1,0,0,1,0,0,0
YLL034C_YPL070W,1,0,1,0,0,0,0,0,0,0
YJL091C_YLR057W,2,0,1,0,1,0,0,0,0,0
YGR175C_YMR292W,2,0,1,0,0,0,1,0,0,0
YCR030C_YCR021C,2,0,1,0,0,1,0,0,0,0
YNR052C_YER068W,4,0,1,1,1,1,0,0,0,0
YBR283C_YLR350W,2,0,1,0,1,0,0,0,0,0
YLR027C_YMR095C,1,0,1,0,0,0,0,0,0,0
YPR035W_YGR229C,5,0,1,1,0,1,0,1,1,0
YGR121C_YCR021C,1,0,1,0,0,0,0,0,0,0
YDR226W_YER020W,3,0,1,0,1,0,0,0,0,1
YLL034C_YMR169C,1,0,1,0,0,0,0,0,0,0
YLR028C_YKR080W,5,0,1,1,1,1,1,0,0,0
YNL007C_YCR021C,2,0,1,0,0,1,0,0,0,0
YOR323C_YML012W,2,0,1,0,0,0,1,0,0,0
YGR057C_YGR203W,2,0,1,1,0,0,0,0,0,0
YCR043C_YJL029C,6,0,1,1,1,1,1,0,0,1
YDL182W_YGR284C,2,0,1,0,0,0,1,0,0,0
YER065C_YKR097W,3,0,1,1,0,0,0,1,0,0
YEL051W_YOR089C,1,0,1,0,0,0,0,0,0,0
YJR088C_YPL087W,5,0,1,1,0,1,1,1,0,0
YNL238W_YER145C,2,0,1,0,1,0,0,0,0,0
YEL017C-A_YKR080W,4,0,1,1,0,1,1,0,0,0
YJL153C_YNL117W,2,0,1,0,0,1,0,0,0,0
YDL018C_YHR110W,3,0,1,0,0,0,1,0,0,1
YCL025C_YBR283C,2,0,1,0,0,0,1,0,0,0
YBR153W_YHR068W,2,0,1,1,0,0,0,0,0,0
YOR204W_YML103C,2,0,1,0,0,0,0,0,1,0
YER112W_YNL118C,8,0,1,1,1,1,1,1,1,1
YDL182W_YPR028W,2,0,1,0,0,0,1,0,0,0
YBR153W_YER090W,4,0,1,1,1,0,0,1,0,0
YLR219W_YDL222C,1,0,1,0,0,0,0,0,0,0
YMR297W_YER020W,1,0,1,0,0,0,0,0,0,0
YCL025C_YGR191W,2,0,1,0,0,1,0,0,0,0
YEL013W_YKR007W,5,0,1,1,1,0,1,0,0,1
YKR080W_YBR106W,2,0,1,0,0,0,1,0,0,0
YHR094C_YML116W,2,0,1,0,0,0,0,1,0,0
YBR011C_YLR028C,3,0,1,0,0,0,1,0,0,1
YMR105C_YCR021C,2,0,1,0,0,1,0,0,0,0
YJL002C_YLL052C,1,0,1,0,0,0,0,0,0,0
YLR432W_YGL055W,2,0,1,0,0,0,1,0,0,0
YLR447C_YDL182W,1,0,1,0,0,0,0,0,0,0
YAL008W_YPL186C,1,0,1,0,0,0,0,0,0,0
YKL212W_YMR200W,5,0,1,1,0,1,1,1,0,0
YOR326W_YGR278W,1,0,1,0,0,0,0,0,0,0
YBR244W_YCR021C,1,0,1,0,0,0,0,0,0,0
YAL007C_YOR016C,5,0,1,1,1,1,1,0,0,0
YOR254C_YIL043C,1,0,1,0,0,0,0,0,0,0
YEL065W_YEL031W,1,0,1,0,0,0,0,0,0,0
YDL207W_YGR140W,1,0,1,0,0,0,0,0,0,0
YBL075C_YCR021C,1,0,1,0,0,0,0,0,0,0
YLL034C_YPR028W,1,0,1,0,0,0,0,0,0,0
YER136W_YBR106W,3,0,1,0,0,1,1,0,0,0
YDL208W_YGL078C,6,0,1,1,1,0,1,0,1,1
YKR080W_YMR149W,1,0,1,0,0,0,0,0,0,0
YMR112C_YOR178C,2,0,1,0,1,0,0,0,0,0
YEL017C-A_YMR300C,2,0,1,0,0,0,1,0,0,0
YLR332W_YOR273C,2,0,1,0,0,0,0,0,0,1
YKL051W_YER020W,3,0,1,0,0,1,1,0,0,0
YGL202W_YER090W,1,0,1,0,0,0,0,0,0,0
YLL034C_YOL081W,2,0,1,0,0,0,0,1,0,0
YOL077C_YPR016C,2,0,1,0,0,0,0,0,0,1
YDL208W_YNL308C,1,0,1,0,0,0,0,0,0,0
YLR045C_YML116W,2,0,1,0,0,0,0,1,0,0
YBR002C_YPR028W,5,0,1,1,0,1,1,0,1,0
YER053C-A_YJL192C,6,0,1,1,0,1,1,1,0,1
YHR108W_YER020W,1,0,1,0,0,0,0,0,0,0
YLR413W_YGR229C,1,0,1,0,0,0,0,0,0,0
YLL034C_YDL223C,1,0,1,0,0,0,0,0,0,0
YBR002C_YGR060W,2,0,1,1,0,0,0,0,0,0
YKR014C_YOR370C,3,0,1,1,0,0,0,0,0,1
YBL049W_YLR274W,2,0,1,0,0,0,0,1,0,0
YLL034C_YML103C,1,0,1,0,0,0,0,0,0,0
YDL109C_YML012W,2,0,1,0,0,0,1,0,0,0
YBR153W_YLR028C,1,0,1,0,0,0,0,0,0,0
YLL034C_YPL047W,1,0,1,0,0,0,0,0,0,0
YNL026W_YDR263C,1,0,1,0,0,0,0,0,0,0
YKL181W_YOL061W,3,0,1,1,0,0,1,0,0,0
YDL182W_YGR060W,2,0,1,0,0,0,1,0,0,0
YGR155W_YJL153C,4,0,1,0,0,1,0,0,1,1
YLL022C_YNL031C,3,0,1,1,0,1,0,0,0,0
YMR255W_YGL049C,3,0,1,1,0,0,1,0,0,0
YLL034C_YPR164W,1,0,1,0,0,0,0,0,0,0
YER056C_YER020W,2,0,1,0,0,0,1,0,0,0
YBR164C_YER020W,1,0,1,0,0,0,0,0,0,0
YJL153C_YNL274C,3,0,1,0,0,0,1,0,0,1
YLR332W_YML016C,2,0,1,0,1,0,0,0,0,0
YDL212W_YMR149W,3,0,1,0,0,0,1,0,0,1
YKR003W_YGL055W,4,0,1,1,0,0,1,0,0,1
YDR233C_YGR037C,4,0,1,0,0,1,1,1,0,0
YLR413W_YDR497C,4,0,1,0,0,0,0,1,1,1
YLL034C_YGR163W,1,0,1,0,0,0,0,0,0,0
YDR233C_YJL151C,1,0,1,0,0,0,0,0,0,0
YML056C_YPR113W,2,0,1,0,0,0,1,0,0,0
YKL212W_YHR066W,1,0,1,0,0,0,0,0,0,0
YGR191W_YML012W,3,0,1,0,1,1,0,0,0,0
YBR011C_YGR060W,1,0,1,0,0,0,0,0,0,0
YML012W_YJR010C-A,5,0,1,1,1,0,1,0,0,1
YJR118C_YMR149W,4,0,1,1,0,0,1,0,0,1
YLR074C_YHR110W,1,0,1,0,0,0,0,0,0,0
YOR323C_YMR015C,1,0,1,0,0,0,0,0,0,0
YDR517W_YDL058W,3,0,1,1,0,1,0,0,0,0
YCL037C_YGR060W,1,0,1,0,0,0,0,0,0,0
YGL077C_YER020W,3,0,1,0,0,0,0,1,0,1
YBL039W-A_YIR038C,7,0,1,1,1,1,1,1,0,1
YIL138C_YGR060W,4,0,1,0,1,1,1,0,0,0
YBR283C_YOR016C,3,0,1,1,0,0,1,0,0,0
YHR039C_YMR238W,4,0,1,0,1,1,1,0,0,0
YGR055W_YKR080W,2,0,1,0,0,0,1,0,0,0
YLL034C_YCR073C,1,0,1,0,0,0,0,0,0,0
YPR113W_YKR080W,1,0,1,0,0,0,0,0,0,0
YLL034C_YDL236W,1,0,1,0,0,0,0,0,0,0
YHR007C_YBR283C,1,0,1,0,0,0,0,0,0,0
YLL034C_YHL003C,1,0,1,0,0,0,0,0,0,0
YML016C_YMR149W,6,0,1,1,1,1,1,0,0,1
YKR097W_YBL039C,1,0,1,0,0,0,0,0,0,0
YPR176C_YLR083C,1,0,1,0,0,0,0,0,0,0
YGL153W_YNL214W,3,0,1,1,0,0,1,0,0,0
YOR323C_YGR060W,1,0,1,0,0,0,0,0,0,0
YPR036W_YML012W,2,0,1,0,0,0,1,0,0,0
YEL017C-A_YLR121C,1,0,1,0,0,0,0,0,0,0
YCL037C_YNR051C,2,0,1,1,0,0,0,0,0,0
YCL025C_YML056C,2,0,1,0,0,0,1,0,0,0
YGR250C_YLR216C,5,0,1,0,1,1,1,0,0,1
YML012W_YHR089C,1,0,1,0,0,0,0,0,0,0
YKL046C_YGR060W,2,0,1,1,0,0,0,0,0,0
YLR084C_YDR362C,1,0,1,0,0,0,0,0,0,0
YPR156C_YCR021C,3,0,1,0,1,1,0,0,0,0
YBR002C_YGR284C,1,0,1,0,0,0,0,0,0,0
YDL109C_YKL181W,4,0,1,1,0,1,0,0,0,1
YER070W_YMR038C,1,0,1,0,0,0,0,0,0,0
YKL065C_YAR002C-A,5,0,1,1,0,1,1,0,0,1
YHR096C_YER145C,5,0,1,0,1,1,1,1,0,0
YGR178C_YDL160C,4,0,1,1,0,0,1,0,0,1
YCL025C_YDL182W,3,0,1,0,0,1,1,0,0,0
YLL034C_YML012W,1,0,1,0,0,0,0,0,0,0
YOR204W_YLR057W,3,0,1,1,1,0,0,0,0,0
YML038C_YDL212W,5,0,1,1,1,0,1,0,0,1
YGR057C_YJL222W,2,0,1,0,1,0,0,0,0,0
YJL091C_YHL032C,2,0,1,0,1,0,0,0,0,0
YGR055W_YBR244W,1,0,1,0,0,0,0,0,0,0
YER007C-A_YKR080W,4,0,1,1,0,1,1,0,0,0
YLL034C_YMR123W,1,0,1,0,0,0,0,0,0,0
YDL007W_YHR027C,2,0,1,0,0,0,1,0,0,0
YGR175C_YPR028W,2,0,1,1,0,0,0,0,0,0
YBR283C_YEL002C,2,0,1,1,0,0,0,0,0,0
YBR002C_YML012W,4,0,1,1,0,1,1,0,0,0
YOR132W_YJL154C,5,0,1,1,1,1,1,0,0,0
YHL003C_YEL031W,7,0,1,1,1,1,1,1,1,0
YLL034C_YPL256C,1,0,1,0,0,0,0,0,0,0
YLR257W_YMR300C,1,0,1,0,0,0,0,0,0,0
YLR027C_YOR323C,1,0,1,0,0,0,0,0,0,0
YLL034C_YGR060W,1,0,1,0,0,0,0,0,0,0
YGL203C_YOL137W,3,0,1,1,1,0,0,0,0,0
YDR497C_YER020W,5,0,1,0,1,0,1,1,0,1
YHR179W_YKR097W,1,0,1,0,0,0,0,0,0,0
YKR072C_YDR436W,3,0,1,1,0,1,0,0,0,0
YIL124W_YBR041W,3,0,1,1,0,0,0,0,0,1
YLR050C_YAR002C-A,5,0,1,1,1,0,1,0,0,1
YDR233C_YLR432W,3,0,1,0,0,1,1,0,0,0
YGL206C_YNL007C,6,0,1,1,1,0,1,1,0,1
YKL088W_YDR436W,2,0,1,0,0,0,1,0,0,0
YIL027C_YGL055W,4,0,0,1,0,0,1,1,0,1
YPR129W_YNL255C,4,0,0,1,0,0,1,1,0,1
YPL211W_YHR063C,2,0,0,1,0,0,0,0,1,0
YER070W_YLR432W,2,0,0,1,0,0,1,0,0,0
YER053C-A_YBR283C,4,0,0,1,0,1,0,1,0,1
YCR043C_YJL151C,3,0,0,1,0,0,1,1,0,0
YDR100W_YJL029C,2,0,0,1,0,0,1,0,0,0
YPL211W_YML012W,2,0,0,1,1,0,0,0,0,0
YOR204W_YDL063C,1,0,0,1,0,0,0,0,0,0
YDR524C-B_YLR110C,3,0,0,1,0,0,1,1,0,0
YKL002W_YER129W,1,0,0,1,0,0,0,0,0,0
YPL211W_YPR049C,2,0,0,1,0,0,0,0,1,0
YGR175C_YBR283C,1,0,0,1,0,0,0,0,0,0
YJL109C_YER144C,1,0,0,1,0,0,0,0,0,0
YPL211W_YJR035W,1,0,0,1,0,0,0,0,0,0
YHR179W_YPR028W,2,0,0,1,0,0,0,0,1,0
YPR035W_YER090W,2,0,0,1,0,0,0,1,0,0
YDR060W_YMR229C,1,0,0,1,0,0,0,0,0,0
YOR204W_YJR010C-A,1,0,0,1,0,0,0,0,0,0
YOR204W_YLR134W,2,0,0,1,0,0,0,0,1,0
YOR204W_YHR083W,2,0,0,1,0,0,0,0,1,0
YHR039C_YLR110C,2,0,0,1,0,0,1,0,0,0
YDR233C_YJR118C,2,0,0,1,0,0,1,0,0,0
YOR204W_YOR264W,1,0,0,1,0,0,0,0,0,0
YOR204W_YOL101C,2,0,0,1,1,0,0,0,0,0
YPL087W_YGR060W,1,0,0,1,0,0,0,0,0,0
YDR233C_YML123C,3,0,0,1,1,0,0,0,0,1
YOR046C_YKR080W,2,0,0,1,0,1,0,0,0,0
YDR524C-B_YNL190W,2,0,0,1,0,0,0,1,0,0
YOR204W_YPR048W,2,0,0,1,0,0,0,0,1,0
YMR112C_YDL214C,2,0,0,1,1,0,0,0,0,0
YDL109C_YOR347C,1,0,0,1,0,0,0,0,0,0
YOR204W_YNL091W,1,0,0,1,0,0,0,0,0,0
YEL001C_YEL031W,2,0,0,1,0,0,0,1,0,0
YJL076W_YPR110C,1,0,0,1,0,0,0,0,0,0
YPL211W_YDL056W,2,0,0,1,0,0,0,0,1,0
YPR156C_YDL212W,4,0,0,1,0,0,1,1,1,0
YDR377W_YML081C-A,3,0,0,1,0,0,1,0,0,1
YOR204W_YIR026C,2,0,0,1,0,0,0,0,1,0
YKR097W_YGR234W,1,0,0,1,0,0,0,0,0,0
YDR513W_YPR028W,2,0,0,1,0,0,0,1,0,0
YJR088C_YJL117W,3,0,0,1,0,0,1,0,0,1
YBR011C_YNL281W,2,0,0,1,0,0,0,0,0,1
YFR040W_YBR214W,2,0,0,1,0,1,0,0,0,0
YBR106W_YJL117W,2,0,0,1,0,0,0,0,0,1
YOR204W_YPL050C,1,0,0,1,0,0,0,0,0,0
YDR342C_YAR042W,2,0,0,1,0,0,0,0,0,1
YML086C_YBL039C,2,0,0,1,0,0,1,0,0,0
YOR181W_YBL007C,1,0,0,1,0,0,0,0,0,0
YDR345C_YML123C,2,0,0,1,0,0,0,0,0,1
YMR112C_YGR286C,2,0,0,1,1,0,0,0,0,0
YEL017C-A_YJL082W,2,0,0,1,0,0,0,0,0,1
YCR034W_YPR113W,1,0,0,1,0,0,0,0,0,0
YML123C_YMR015C,1,0,0,1,0,0,0,0,0,0
YHR094C_YFL005W,1,0,0,1,0,0,0,0,0,0
YMR112C_YOR273C,1,0,0,1,0,0,0,0,0,0
YJR118C_YDL212W,1,0,0,1,0,0,0,0,0,0
YOR204W_YJL020C,1,0,0,1,0,0,0,0,0,0
YPL211W_YMR255W,1,0,0,1,0,0,0,0,0,0
YOR204W_YMR058W,1,0,0,1,0,0,0,0,0,0
YKR088C_YGL203C,1,0,0,1,0,0,0,0,0,0
YBR207W_YDR284C,2,0,0,1,0,0,0,0,0,1
YPR035W_YOR276W,1,0,0,1,0,0,0,0,0,0
YER053C-A_YLR110C,3,0,0,1,0,0,0,1,0,1
YOR069W_YMR010W,1,0,0,1,0,0,0,0,0,0
YER070W_YGR229C,2,0,0,1,0,0,1,0,0,0
YDR342C_YIL027C,2,0,0,1,0,0,0,0,0,1
YOR204W_YDL006W,1,0,0,1,0,0,0,0,0,0
YOR204W_YPR040W,1,0,0,1,0,0,0,0,0,0
YDL109C_YJR010W,3,0,0,1,0,0,1,0,0,1
YHR179W_YGR234W,2,0,0,1,0,0,0,0,0,1
YML012W_YMR015C,1,0,0,1,0,0,0,0,0,0
YOR204W_YGR005C,1,0,0,1,0,0,0,0,0,0
YOR204W_YLR273C,1,0,0,1,0,0,0,0,0,0
YMR112C_YOR316C,1,0,0,1,0,0,0,0,0,0
YOR204W_YGL006W,2,0,0,1,0,0,0,0,1,0
YKL002W_YML116W,1,0,0,1,0,0,0,0,0,0
YPR035W_YDR293C,2,0,0,1,0,0,0,1,0,0
YER026C_YML123C,2,0,0,1,0,0,0,0,0,1
YAL053W_YGL203C,1,0,0,1,0,0,0,0,0,0
YOR204W_YOL072W,1,0,0,1,0,0,0,0,0,0
YOR204W_YER173W,2,0,0,1,0,0,0,0,1,0
YGL225W_YLR110C,5,0,0,1,0,1,1,1,0,1
YIL078W_YJR070C,1,0,0,1,0,0,0,0,0,0
YDR226W_YGR234W,2,0,0,1,0,0,1,0,0,0
YPR156C_YEL031W,5,0,0,1,1,0,1,1,1,0
YGL137W_YPL246C,1,0,0,1,0,0,0,0,0,0
YPR156C_YML072C,3,0,0,1,0,0,0,1,0,1
YML123C_YPR028W,2,0,0,1,1,0,0,0,0,0
YOR204W_YGL213C,1,0,0,1,0,0,0,0,0,0
YML016C_YJR117W,2,0,0,1,0,1,0,0,0,0
YOR204W_YDL155W,1,0,0,1,0,0,0,0,0,0
YOR204W_YGL153W,1,0,0,1,0,0,0,0,0,0
YEL017C-A_YER031C,3,0,0,1,1,0,0,0,0,1
YIL027C_YGR284C,2,0,0,1,0,0,1,0,0,0
YCL037C_YGR037C,2,0,0,1,0,0,0,1,0,0
YPL211W_YLR368W,1,0,0,1,0,0,0,0,0,0
YPL211W_YGR268C,1,0,0,1,0,0,0,0,0,0
YKL002W_YHR057C,1,0,0,1,0,0,0,0,0,0
YML123C_YML012W,3,0,0,1,1,0,0,0,0,1
YOR204W_YAL054C,2,0,0,1,1,0,0,0,0,0
YHR179W_YLR370C,1,0,0,1,0,0,0,0,0,0
YKL002W_YML106W,1,0,0,1,0,0,0,0,0,0
YPL211W_YPR052C,1,0,0,1,0,0,0,0,0,0
YOR204W_YPL059W,2,0,0,1,0,0,0,0,1,0
YPL211W_YDR313C,1,0,0,1,0,0,0,0,0,0
YPR035W_YPR016C,1,0,0,1,0,0,0,0,0,0
YDL109C_YER031C,1,0,0,1,0,0,0,0,0,0
YHR179W_YOR323C,1,0,0,1,0,0,0,0,0,0
YOR204W_YCR083W,3,0,0,1,1,0,0,0,1,0
YML058W-A_YGR234W,2,0,0,1,0,0,1,0,0,0
YOR204W_YIL043C,1,0,0,1,0,0,0,0,0,0
YEL001C_YDL212W,2,0,0,1,0,0,0,1,0,0
YOR204W_YBR135W,1,0,0,1,0,0,0,0,0,0
YNR035C_YMR300C,1,0,0,1,0,0,0,0,0,0
YEL017C-A_YHR098C,3,0,0,1,0,0,0,0,1,1
YDR342C_YDL212W,3,0,0,1,0,0,0,0,1,1
YML058W-A_YKR080W,2,0,0,1,0,0,1,0,0,0
YIL027C_YPR028W,2,0,0,1,0,0,0,0,1,0
YER070W_YDL236W,1,0,0,1,0,0,0,0,0,0
YML086C_YGR234W,2,0,0,1,0,0,1,0,0,0
YKL194C_YGL213C,1,0,0,1,0,0,0,0,0,0
YDR524C-B_YPR028W,2,0,0,1,0,0,0,1,0,0
YOR204W_YGR202C,2,0,0,1,0,0,0,0,1,0
YKR088C_YDR100W,2,0,0,1,1,0,0,0,0,0
YOR204W_YLR370C,2,0,0,1,0,0,0,0,1,0
YDL208W_YGL120C,2,0,0,1,0,1,0,0,0,0
YPL211W_YKL208W,1,0,0,1,0,0,0,0,0,0
YKL207W_YGR284C,3,0,0,1,1,0,1,0,0,0
YPL211W_YDR275W,2,0,0,1,0,0,0,0,1,0
YLR050C_YHR039C,1,0,0,1,0,0,0,0,0,0
YAR042W_YGR060W,1,0,0,1,0,0,0,0,0,0
YPR139C_YML012W,2,0,0,1,0,0,1,0,0,0
YHR179W_YIL034C,1,0,0,1,0,0,0,0,0,0
YKL002W_YOR229W,2,0,0,1,0,0,0,0,1,0
YPL058C_YPR028W,3,0,0,1,0,0,1,0,1,0
YLR438W_YKR080W,2,0,0,1,0,0,1,0,0,0
YCR021C_YPR124W,1,0,0,1,0,0,0,0,0,0
YPL211W_YKL088W,2,0,0,1,1,0,0,0,0,0
YGR155W_YGR234W,3,0,0,1,0,0,1,0,0,1
YBL017C_YMR010W,2,0,0,1,1,0,0,0,0,0
YOR204W_YHR011W,2,0,0,1,0,0,0,0,1,0
YMR112C_YDR517W,2,0,0,1,1,0,0,0,0,0
YOR204W_YOR295W,2,0,0,1,0,0,0,1,0,0
YOR204W_YJL031C,1,0,0,1,0,0,0,0,0,0
YOR204W_YIL109C,1,0,0,1,0,0,0,0,0,0
YOR204W_YHR031C,3,0,0,1,1,0,0,0,1,0
YBR011C_YFL005W,1,0,0,1,0,0,0,0,0,0
YPR035W_YOR323C,2,0,0,1,0,0,0,1,0,0
YOR204W_YLR451W,2,0,0,1,0,0,0,0,1,0
YKL194C_YHR063C,1,0,0,1,0,0,0,0,0,0
YOR204W_YMR215W,2,0,0,1,0,0,0,0,1,0
YPR035W_YDL236W,1,0,0,1,0,0,0,0,0,0
