PPI,Positive_environment_number,SD,H2O2,Hydroxyurea,Doxorubicin,Forskolin,Raffinose,NaCl,Cold_16C,FK506
YLR045C_YOR042W,1,0,0,0,0,0,0,1,0,0
YBL071W-A_YMR215W,1,0,0,0,0,0,0,1,0,0
YKL002W_YDR334W,1,0,0,0,0,0,0,1,0,0
YKL002W_YDL056W,1,0,0,0,0,0,0,0,1,0
YMR200W_YML012W,1,0,0,0,0,0,0,0,1,0
YNL014W_YOR147W,1,0,0,0,0,0,0,0,1,0
YLR413W_YBR244W,1,0,0,0,0,0,0,0,1,0
YKL002W_YLR010C,1,0,0,0,0,0,0,0,1,0
YKL089W_YFL007W,1,0,0,0,0,0,0,0,1,0
YKL002W_YOL081W,1,0,0,0,0,0,0,0,1,0
YBR105C_YNL309W,1,0,0,0,0,0,0,0,1,0
YGR130C_YOR273C,1,0,0,0,0,0,0,0,1,0
YPR110C_YDR001C,1,0,0,0,0,0,0,0,1,0
YGR054W_YNL118C,1,0,0,0,0,0,0,0,1,0
YOR159C_YOR165W,1,0,0,0,0,0,0,0,1,0
YOR204W_YDR379W,1,0,0,0,0,0,0,0,1,0
YDL204W_YPL255W,1,0,0,0,0,0,0,0,1,0
YGL070C_YDR216W,1,0,0,0,0,0,0,0,1,0
YOR204W_YMR070W,1,0,0,0,0,0,0,0,1,0
YBR234C_YLR258W,1,0,0,0,0,0,0,0,1,0
YKL002W_YMR077C,1,0,0,0,0,0,0,0,1,0
YMR112C_YML058W-A,1,0,0,0,0,0,0,0,1,0
YER070W_YHR063C,1,0,0,0,0,0,0,0,1,0
YBR234C_YFR033C,1,0,0,0,0,0,0,0,1,0
YBR112C_YDR545W,1,0,0,0,0,0,0,0,1,0
YOR204W_YAL029C,1,0,0,0,0,0,0,0,1,0
YKL002W_YOR181W,1,0,0,0,0,0,0,0,1,0
YPL211W_YPL265W,1,0,0,0,0,0,0,0,1,0
YLR056W_YIL027C,1,0,0,0,0,0,0,0,1,0
YPL058C_YDR508C,1,0,0,0,0,0,0,0,1,0
YPL195W_YDR492W,1,0,0,0,0,0,0,0,1,0
YDL035C_YJR122W,1,0,0,0,0,0,0,0,1,0
YML098W_YPL050C,1,0,0,0,0,0,0,0,1,0
YIL034C_YLR045C,1,0,0,0,0,0,0,0,1,0
YOR204W_YDR216W,1,0,0,0,0,0,0,0,1,0
YPR110C_YDR497C,1,0,0,0,0,0,0,0,1,0
YPL211W_YDR517W,1,0,0,0,0,0,0,0,1,0
YGL120C_YOR092W,1,0,0,0,0,0,0,0,1,0
YML120C_YIL084C,1,0,0,0,0,0,0,0,1,0
YDR086C_YLR417W,1,0,0,0,0,0,0,0,1,0
YKL002W_YDR320C,1,0,0,0,0,0,0,0,1,0
YPL211W_YGR060W,1,0,0,0,0,0,0,0,1,0
YKL002W_YHR206W,1,0,0,0,0,0,0,0,1,0
YPL211W_YOR295W,1,0,0,0,0,0,0,0,1,0
YGL070C_YOR046C,1,0,0,0,0,0,0,0,1,0
YHR078W_YOR276W,1,0,0,0,0,0,0,0,1,0
YBR234C_YFL044C,1,0,0,0,0,0,0,0,1,0
YDR086C_YIL068C,1,0,0,0,0,0,0,0,1,0
YKL002W_YGR044C,1,0,0,0,0,0,0,0,1,0
YHL002W_YLR320W,1,0,0,0,0,0,0,0,1,0
YBR195C_YGR257C,1,0,0,0,0,0,0,0,1,0
YPR110C_YPL113C,1,0,0,0,0,0,0,0,1,0
YBR011C_YLR055C,1,0,0,0,0,0,0,0,1,0
YOR204W_YJR117W,1,0,0,0,0,0,0,0,1,0
YBR025C_YOR133W,1,0,0,0,0,0,0,0,1,0
YNL113W_YKL058W,1,0,0,0,0,0,0,0,1,0
YPL211W_YDL169C,1,0,0,0,0,0,0,0,1,0
YKL002W_YOR165W,1,0,0,0,0,0,0,0,1,0
YGR270W_YNL325C,1,0,0,0,0,0,0,0,1,0
YOR204W_YDR368W,1,0,0,0,0,0,0,0,1,0
YGL070C_YKL013C,1,0,0,0,0,0,0,0,1,0
YNL038W_YDL204W,1,0,0,0,0,0,0,0,1,0
YGL040C_YMR273C,1,0,0,0,0,0,0,0,1,0
YPR110C_YNL020C,1,0,0,0,0,0,0,0,1,0
YJL109C_YHR090C,1,0,0,0,0,0,0,0,1,0
YKL002W_YKR010C,1,0,0,0,0,0,0,0,1,0
YMR112C_YOR076C,1,0,0,0,0,0,0,0,1,0
YKL002W_YHR021W-A,1,0,0,0,0,0,0,0,1,0
YDR086C_YFL059W,1,0,0,0,0,0,0,0,1,0
YKL185W_YER020W,1,0,0,0,0,0,0,0,1,0
YOR151C_YNL265C,1,0,0,0,0,0,0,0,1,0
YPL211W_YDR332W,1,0,0,0,0,0,0,0,1,0
YMR112C_YKL088W,1,0,0,0,0,0,0,0,1,0
YKL175W_YDR354W,1,0,0,0,0,0,0,0,1,0
YKL002W_YER060W-A,1,0,0,0,0,0,0,0,1,0
YOR204W_YBR102C,1,0,0,0,0,0,0,0,1,0
YGR270W_YER020W,1,0,0,0,0,0,0,0,1,0
YOR204W_YDR001C,1,0,0,0,0,0,0,0,1,0
YBR195C_YPL120W,1,0,0,0,0,0,0,0,1,0
YBR105C_YDL070W,1,0,0,0,0,0,0,0,1,0
YBL041W_YIR001C,1,0,0,0,0,0,0,0,1,0
YKL089W_YGL141W,1,0,0,0,0,0,0,0,1,0
YDR388W_YMR132C,1,0,0,0,0,0,0,0,1,0
YIL033C_YGL043W,1,0,0,0,0,0,0,0,1,0
YOR204W_YJL058C,1,0,0,0,0,0,0,0,1,0
YJL062W_YDR208W,1,0,0,0,0,0,0,0,1,0
YKL002W_YHL048W,1,0,0,0,0,0,0,0,1,0
YHR042W_YGR284C,1,0,0,0,0,0,0,0,1,0
YBR234C_YOR356W,1,0,0,0,0,0,0,0,1,0
YBR234C_YER176W,1,0,0,0,0,0,0,0,1,0
YDL109C_YLR248W,1,0,0,0,0,0,0,0,1,0
YBR234C_YBR020W,1,0,0,0,0,0,0,0,1,0
YLR182W_YMR161W,1,0,0,0,0,0,0,0,1,0
YKL002W_YDL002C,1,0,0,0,0,0,0,0,1,0
YPL211W_YOR370C,1,0,0,0,0,0,0,0,1,0
YKL002W_YEL058W,1,0,0,0,0,0,0,0,1,0
YML018C_YGR060W,1,0,0,0,0,0,0,0,1,0
YGL262W_YER020W,1,0,0,0,0,0,0,0,1,0
YBR234C_YDR299W,1,0,0,0,0,0,0,0,1,0
YHR078W_YHR016C,1,0,0,0,0,0,0,0,1,0
YBR234C_YDR277C,1,0,0,0,0,0,0,0,1,0
YGL125W_YHR187W,1,0,0,0,0,0,0,0,1,0
YOR204W_YOL052C-A,1,0,0,0,0,0,0,0,1,0
YGR270W_YLR220W,1,0,0,0,0,0,0,0,1,0
YOR204W_YGL263W,1,0,0,0,0,0,0,0,1,0
YKL002W_YOR141C,1,0,0,0,0,0,0,0,1,0
YDR086C_YOR099W,1,0,0,0,0,0,0,0,1,0
YDR534C_YKR008W,1,0,0,0,0,0,0,0,1,0
YDR342C_YDR434W,1,0,0,0,0,0,0,0,1,0
YOR204W_YOR298C-A,1,0,0,0,0,0,0,0,1,0
YDR345C_YGR060W,1,0,0,0,0,0,0,0,1,0
YJL002C_YLL028W,1,0,0,0,0,0,0,0,1,0
YDR086C_YPL047W,1,0,0,0,0,0,0,0,1,0
YKL089W_YGL134W,1,0,0,0,0,0,0,0,1,0
YDR086C_YIL155C,1,0,0,0,0,0,0,0,1,0
YDR534C_YNL311C,1,0,0,0,0,0,0,0,1,0
YDR152W_YDR047W,1,0,0,0,0,0,0,0,1,0
YBR234C_YKL099C,1,0,0,0,0,0,0,0,1,0
YGL113W_YLL013C,1,0,0,0,0,0,0,0,1,0
YHR104W_YDL063C,1,0,0,0,0,0,0,0,1,0
YKL089W_YOR372C,1,0,0,0,0,0,0,0,1,0
YGR161C_YDR420W,1,0,0,0,0,0,0,0,1,0
YOR165W_YHR096C,1,0,0,0,0,0,0,0,1,0
YHR042W_YML012W,1,0,0,0,0,0,0,0,1,0
YGL122C_YLR328W,1,0,0,0,0,0,0,0,1,0
YOR204W_YOR294W,1,0,0,0,0,0,0,0,1,0
YHR078W_YPR173C,1,0,0,0,0,0,0,0,1,0
YBR234C_YGR170W,1,0,0,0,0,0,0,0,1,0
YDR508C_YDR297W,1,0,0,0,0,0,0,0,1,0
YFL041W_YKL058W,1,0,0,0,0,0,0,0,1,0
YJL109C_YML031W,1,0,0,0,0,0,0,0,1,0
YKL207W_YDR508C,1,0,0,0,0,0,0,0,1,0
YOR204W_YER060W-A,1,0,0,0,0,0,0,0,1,0
YBL041W_YDR499W,1,0,0,0,0,0,0,0,1,0
YOR151C_YBR058C-A,1,0,0,0,0,0,0,0,1,0
YKL089W_YMR139W,1,0,0,0,0,0,0,0,1,0
YOR204W_YMR291W,1,0,0,0,0,0,0,0,1,0
YDR224C_YJR112W,1,0,0,0,0,0,0,0,1,0
YNL173C_YDR354W,1,0,0,0,0,0,0,0,1,0
YGL070C_YML072C,1,0,0,0,0,0,0,0,1,0
YKL002W_YDR216W,1,0,0,0,0,0,0,0,1,0
YDR086C_YAL054C,1,0,0,0,0,0,0,0,1,0
YLL011W_YNL317W,1,0,0,0,0,0,0,0,1,0
YKL089W_YOR363C,1,0,0,0,0,0,0,0,1,0
YPR032W_YER020W,1,0,0,0,0,0,0,0,1,0
YML077W_YGR203W,1,0,0,0,0,0,0,0,1,0
YKL002W_YER166W,1,0,0,0,0,0,0,0,1,0
YGR270W_YJL069C,1,0,0,0,0,0,0,0,1,0
YDR508C_YJR010C-A,1,0,0,0,0,0,0,0,1,0
YGL070C_YPL129W,1,0,0,0,0,0,0,0,1,0
YLR045C_YJL081C,1,0,0,0,0,0,0,0,1,0
YOR204W_YDR009W,1,0,0,0,0,0,0,0,1,0
YOR204W_YNL339C,1,0,0,0,0,0,0,0,1,0
YBR011C_YDL003W,1,0,0,0,0,0,0,0,1,0
YOR034C_YKR008W,1,0,0,0,0,0,0,0,1,0
YJL109C_YDL214C,1,0,0,0,0,0,0,0,1,0
YBR105C_YOR311C,1,0,0,0,0,0,0,0,1,0
YNL323W_YHR011W,1,0,0,0,0,0,0,0,1,0
YKL207W_YER056C,1,0,0,0,0,0,0,0,1,0
YBR011C_YCR030C,1,0,0,0,0,0,0,0,1,0
YDL025C_YLR316C,1,0,0,0,0,0,0,0,1,0
YKL089W_YBL009W,1,0,0,0,0,0,0,0,1,0
YKL089W_YPR113W,1,0,0,0,0,0,0,0,1,0
YMR112C_YER183C,1,0,0,0,0,0,0,0,1,0
YOR204W_YKL099C,1,0,0,0,0,0,0,0,1,0
YOR204W_YDL213C,1,0,0,0,0,0,0,0,1,0
YCL025C_YLL028W,1,0,0,0,0,0,0,0,1,0
YKL002W_YER063W,1,0,0,0,0,0,0,0,1,0
YDR534C_YAL029C,1,0,0,0,0,0,0,0,1,0
YOR204W_YJL153C,1,0,0,0,0,0,0,0,1,0
YOR204W_YML121W,1,0,0,0,0,0,0,0,1,0
YKL089W_YMR208W,1,0,0,0,0,0,0,0,1,0
YCL021W-A_YER020W,1,0,0,0,0,0,0,0,1,0
YBR106W_YJR117W,1,0,0,0,0,0,0,0,1,0
YER043C_YNL288W,1,0,0,0,0,0,0,0,1,0
YOR204W_YCR060W,1,0,0,0,0,0,0,0,1,0
YNL329C_YJR108W,1,0,0,0,0,0,0,0,1,0
YKL096W-A_YPL006W,1,0,0,0,0,0,0,0,1,0
YOL088C_YLR316C,1,0,0,0,0,0,0,0,1,0
YGL125W_YCR059C,1,0,0,0,0,0,0,0,1,0
YPL211W_YOR298C-A,1,0,0,0,0,0,0,0,1,0
YJL109C_YML076C,1,0,0,0,0,0,0,0,1,0
YBR057C_YGL014W,1,0,0,0,0,0,0,0,1,0
YPL211W_YDL116W,1,0,0,0,0,0,0,0,1,0
YOR254C_YMR033W,1,0,0,0,0,0,0,0,1,0
YLR146C_YLR274W,1,0,0,0,0,0,0,0,1,0
YOR204W_YGR037C,1,0,0,0,0,0,0,0,1,0
YBR234C_YLR056W,1,0,0,0,0,0,0,0,1,0
YKL002W_YLR246W,1,0,0,0,0,0,0,0,1,0
YPL049C_YDR420W,1,0,0,0,0,0,0,0,1,0
YHR181W_YKL212W,1,0,0,0,0,0,0,0,1,0
YOR204W_YBL007C,1,0,0,0,0,0,0,0,1,0
YPR110C_YLR079W,1,0,0,0,0,0,0,0,1,0
YER087W_YPL224C,1,0,0,0,0,0,0,0,1,0
YDR345C_YFL038C,1,0,0,0,0,0,0,0,1,0
YDR345C_YML012W,1,0,0,0,0,0,0,0,1,0
YOR313C_YLR316C,1,0,0,0,0,0,0,0,1,0
YOR306C_YLR316C,1,0,0,0,0,0,0,0,1,0
YOR254C_YDL212W,1,0,0,0,0,0,0,0,1,0
YBR234C_YCR069W,1,0,0,0,0,0,0,0,1,0
YGL070C_YKL058W,1,0,0,0,0,0,0,0,1,0
YKL002W_YGL240W,1,0,0,0,0,0,0,0,1,0
YKL194C_YMR043W,1,0,0,0,0,0,0,0,1,0
YIL129C_YER020W,1,0,0,0,0,0,0,0,1,0
YDL128W_YEL031W,1,0,0,0,0,0,0,0,1,0
YBR105C_YFL059W,1,0,0,0,0,0,0,0,1,0
YKL002W_YLL011W,1,0,0,0,0,0,0,0,1,0
YGR155W_YDR032C,1,0,0,0,0,0,0,0,1,0
YDR534C_YLR274W,1,0,0,0,0,0,0,0,1,0
YBR234C_YOR221C,1,0,0,0,0,0,0,0,1,0
YKL002W_YEL031W,1,0,0,0,0,0,0,0,1,0
YBR234C_YOR002W,1,0,0,0,0,0,0,0,1,0
YPR110C_YPL271W,1,0,0,0,0,0,0,0,1,0
YDR388W_YIL111W,1,0,0,0,0,0,0,0,1,0
YBR105C_YGR170W,1,0,0,0,0,0,0,0,1,0
YDR345C_YMR015C,1,0,0,0,0,0,0,0,1,0
YKL194C_YHR001W-A,1,0,0,0,0,0,0,0,1,0
YOR204W_YNL042W,1,0,0,0,0,0,0,0,1,0
YGL120C_YHR069C,1,0,0,0,0,0,0,0,1,0
YEL017C-A_YPL265W,1,0,0,0,0,0,0,0,1,0
YOR204W_YHR158C,1,0,0,0,0,0,0,0,1,0
YOR204W_YGL248W,1,0,0,0,0,0,0,0,1,0
YEL031W_YDR264C,2,0,0,0,0,0,0,0,1,1
YOR204W_YGL002W,1,0,0,0,0,0,0,0,1,0
YDR534C_YCR017C,1,0,0,0,0,0,0,0,1,0
YOR204W_YGL064C,1,0,0,0,0,0,0,0,1,0
YML131W_YDR362C,1,0,0,0,0,0,0,0,1,0
YBR234C_YDL227C,1,0,0,0,0,0,0,0,1,0
YKR014C_YMR227C,1,0,0,0,0,0,0,0,1,0
YPL211W_YGL061C,1,0,0,0,0,0,0,0,1,0
YBR195C_YNL020C,1,0,0,0,0,0,0,0,1,0
YDR397C_YOR213C,1,0,0,0,0,0,0,0,1,0
YGR270W_YDL113C,1,0,0,0,0,0,0,0,1,0
YKL002W_YMR224C,1,0,0,0,0,0,0,0,1,0
YBR154C_YHR031C,1,0,0,0,0,0,0,0,1,0
YKL089W_YDL154W,1,0,0,0,0,0,0,0,1,0
YDR086C_YIR025W,1,0,0,0,0,0,0,0,1,0
YBR133C_YDL116W,1,0,0,0,0,0,0,0,1,0
YFR024C-A_YER020W,1,0,0,0,0,0,0,0,1,0
YGL125W_YGR198W,1,0,0,0,0,0,0,0,1,0
YLL023C_YMR272C,1,0,0,0,0,0,0,0,1,0
YPL211W_YDR499W,1,0,0,0,0,0,0,0,1,0
YBR234C_YER183C,1,0,0,0,0,0,0,0,1,0
YKR007W_YJL068C,1,0,0,0,0,0,0,0,1,0
YGL070C_YDR503C,1,0,0,0,0,0,0,0,1,0
YGL070C_YBL004W,1,0,0,0,0,0,0,0,1,0
YDL109C_YLR134W,1,0,0,0,0,0,0,0,1,0
YBR106W_YDR497C,1,0,0,0,0,0,0,0,1,0
YMR172W_YER020W,1,0,0,0,0,0,0,0,1,0
YIL027C_YEL002C,1,0,0,0,0,0,0,0,1,0
YKL086W_YBR233W-A,1,0,0,0,0,0,0,0,1,0
YOR204W_YDR299W,1,0,0,0,0,0,0,0,1,0
YMR112C_YOL113W,1,0,0,0,0,0,0,0,1,0
YGR008C_YLR316C,1,0,0,0,0,0,0,0,1,0
YKL002W_YBR068C,1,0,0,0,0,0,0,0,1,0
YDR388W_YGL225W,1,0,0,0,0,0,0,0,1,0
YOL088C_YDR420W,1,0,0,0,0,0,0,0,1,0
YOR204W_YDL076C,1,0,0,0,0,0,0,0,1,0
YGL070C_YER006W,1,0,0,0,0,0,0,0,1,0
YGL070C_YNL006W,1,0,0,0,0,0,0,0,1,0
YKL002W_YER081W,1,0,0,0,0,0,0,0,1,0
YDR534C_YPR173C,1,0,0,0,0,0,0,0,1,0
YGR270W_YKL161C,1,0,0,0,0,0,0,0,1,0
YHR042W_YJR010C-A,1,0,0,0,0,0,0,0,1,0
YDR086C_YDR503C,1,0,0,0,0,0,0,0,1,0
YOR259C_YOR221C,1,0,0,0,0,0,0,0,1,0
YOR204W_YLR389C,1,0,0,0,0,0,0,0,1,0
YOR151C_YNL103W,1,0,0,0,0,0,0,0,1,0
YJL109C_YGL040C,1,0,0,0,0,0,0,0,1,0
YHR016C_YMR227C,1,0,0,0,0,0,0,0,1,0
YBR234C_YDR420W,1,0,0,0,0,0,0,0,1,0
YKL096W-A_YLR113W,1,0,0,0,0,0,0,0,1,0
YKL002W_YKR055W,1,0,0,0,0,0,0,0,1,0
YKL002W_YGR261C,1,0,0,0,0,0,0,0,1,0
YOR204W_YIL047C,1,0,0,0,0,0,0,0,1,0
YLR438C-A_YHR063C,1,0,0,0,0,0,0,0,1,0
YLR438C-A_YOR046C,1,0,0,0,0,0,0,0,1,0
YBR234C_YGR014W,1,0,0,0,0,0,0,0,1,0
YOR136W_YNL192W,1,0,0,0,0,0,0,0,1,0
YKL096W-A_YHR063C,1,0,0,0,0,0,0,0,1,0
YKL096W-A_YCL055W,1,0,0,0,0,0,0,0,1,0
YPL211W_YDL168W,1,0,0,0,0,0,0,0,1,0
YKL002W_YMR174C,1,0,0,0,0,0,0,0,1,0
YBR011C_YOR110W,1,0,0,0,0,0,0,0,1,0
YPR110C_YLR397C,1,0,0,0,0,0,0,0,1,0
YDR508C_YMR200W,1,0,0,0,0,0,0,0,1,0
YBL041W_YBL009W,1,0,0,0,0,0,0,0,1,0
YGL040C_YMR293C,1,0,0,0,0,0,0,0,1,0
YGR280C_YER020W,1,0,0,0,0,0,0,0,1,0
YJR088C_YKR039W,1,0,0,0,0,0,0,0,1,0
YKL002W_YNL308C,1,0,0,0,0,0,0,0,1,0
YOR204W_YNL311C,1,0,0,0,0,0,0,0,1,0
YJR152W_YKL062W,1,0,0,0,0,0,0,0,1,0
YPL211W_YHR116W,1,0,0,0,0,0,0,0,1,0
YKL002W_YPR036W,1,0,0,0,0,0,0,0,1,0
YOR341W_YOR298C-A,1,0,0,0,0,0,0,0,1,0
YBR177C_YBL021C,1,0,0,0,0,0,0,0,1,0
YBR271W_YJR072C,1,0,0,0,0,0,0,0,1,0
YPR105C_YER020W,1,0,0,0,0,0,0,0,1,0
YOR259C_YOR087W,1,0,0,0,0,0,0,0,1,0
YHR122W_YJL019W,1,0,0,0,0,0,0,0,1,0
YDR100W_YER020W,1,0,0,0,0,0,0,0,1,0
YGR270W_YBR283C,1,0,0,0,0,0,0,0,1,0
YKL002W_YDR068W,1,0,0,0,0,0,0,0,1,0
YPR110C_YLR045C,1,0,0,0,0,0,0,0,1,0
YIL020C_YBR233W-A,1,0,0,0,0,0,0,0,1,0
YPR110C_YLR160C,1,0,0,0,0,0,0,0,1,0
YCR033W_YDR420W,1,0,0,0,0,0,0,0,1,0
YML082W_YGR198W,1,0,0,0,0,0,0,0,1,0
YPL211W_YDR425W,1,0,0,0,0,0,0,0,1,0
YPL211W_YBR288C,1,0,0,0,0,0,0,0,1,0
YKR039W_YEL002C,1,0,0,0,0,0,0,0,1,0
YPL211W_YHR039C,1,0,0,0,0,0,0,0,1,0
YDR508C_YFL038C,1,0,0,0,0,0,0,0,1,0
YKL002W_YGR105W,1,0,0,0,0,0,0,0,1,0
YOR332W_YPR028W,1,0,0,0,0,0,0,0,1,0
YJR088C_YDR497C,1,0,0,0,0,0,0,0,1,0
YJR088C_YER056C,1,0,0,0,0,0,0,0,1,0
YKL089W_YNL246W,1,0,0,0,0,0,0,0,1,0
YGL125W_YJR114W,1,0,0,0,0,0,0,0,1,0
YHR078W_YHR063C,1,0,0,0,0,0,0,0,1,0
YGR125W_YNL314W,1,0,0,0,0,0,0,0,1,0
YGR270W_YLL031C,1,0,0,0,0,0,0,0,1,0
YAL055W_YBR276C,1,0,0,0,0,0,0,0,1,0
YMR112C_YML123C,1,0,0,0,0,0,0,0,1,0
YBR234C_YKL073W,1,0,0,0,0,0,0,0,1,0
YKL002W_YKL127W,1,0,0,0,0,0,0,0,1,0
YLR248W_YDR362C,1,0,0,0,0,0,0,0,1,0
YOL119C_YDR362C,1,0,0,0,0,0,0,0,1,0
YPR110C_YOR009W,1,0,0,0,0,0,0,0,1,0
YLR447C_YNR030W,1,0,0,0,0,0,0,0,1,0
YGL070C_YOR098C,1,0,0,0,0,0,0,0,1,0
YDR345C_YER026C,1,0,0,0,0,0,0,0,1,0
YPL049C_YGL061C,1,0,0,0,0,0,0,0,1,0
YKL002W_YKR065C,1,0,0,0,0,0,0,0,1,0
YBR011C_YJL154C,1,0,0,0,0,0,0,0,1,0
YDR345C_YMR149W,2,0,0,0,0,0,0,0,1,1
YDR416W_YOR373W,1,0,0,0,0,0,0,0,1,0
YOR204W_YBR283C,1,0,0,0,0,0,0,0,1,0
YGR206W_YDR420W,1,0,0,0,0,0,0,0,1,0
YBR011C_YBR041W,1,0,0,0,0,0,0,0,1,0
YBR234C_YPL051W,1,0,0,0,0,0,0,0,1,0
YDR534C_YBL011W,1,0,0,0,0,0,0,0,1,0
YDR394W_YIL111W,1,0,0,0,0,0,0,0,1,0
YER035W_YER020W,1,0,0,0,0,0,0,0,1,0
YJL109C_YGR281W,1,0,0,0,0,0,0,0,1,0
YOR151C_YDL029W,1,0,0,0,0,0,0,0,1,0
YMR112C_YNL339C,1,0,0,0,0,0,0,0,1,0
YGL078C_YDR320C,1,0,0,0,0,0,0,0,1,0
YOR204W_YKR076W,1,0,0,0,0,0,0,0,1,0
YGR125W_YCR033W,1,0,0,0,0,0,0,0,1,0
YAL037W_YNL064C,1,0,0,0,0,0,0,0,1,0
YDR342C_YMR296C,1,0,0,0,0,0,0,0,1,0
YOR367W_YIL050W,1,0,0,0,0,0,0,0,1,0
YBR234C_YDR093W,1,0,0,0,0,0,0,0,1,0
YDR345C_YPL265W,1,0,0,0,0,0,0,0,1,0
YKL096W-A_YOR171C,1,0,0,0,0,0,0,0,1,0
YBR210W_YER020W,1,0,0,0,0,0,0,0,1,0
YKL002W_YOR363C,1,0,0,0,0,0,0,0,1,0
YHR023W_YDR365C,1,0,0,0,0,0,0,0,1,0
YKL002W_YDL037C,1,0,0,0,0,0,0,0,1,0
YBR105C_YOL027C,1,0,0,0,0,0,0,0,1,0
YBR234C_YGL134W,1,0,0,0,0,0,0,0,1,0
YGL256W_YER083C,1,0,0,0,0,0,0,0,1,0
YDR345C_YDR032C,1,0,0,0,0,0,0,0,1,0
YAL055W_YGR278W,1,0,0,0,0,0,0,0,1,0
YDR086C_YHR079C,1,0,0,0,0,0,0,0,1,0
YOR204W_YPR121W,1,0,0,0,0,0,0,0,1,0
YBR154C_YMR134W,1,0,0,0,0,0,0,0,1,0
YDL065C_YDR191W,1,0,0,0,0,0,0,0,1,0
YGL070C_YKR010C,1,0,0,0,0,0,0,0,1,0
YHR078W_YER068W,1,0,0,0,0,0,0,0,1,0
YPL211W_YHR069C,1,0,0,0,0,0,0,0,1,0
YKL002W_YPL163C,1,0,0,0,0,0,0,0,1,0
YDR534C_YOL081W,1,0,0,0,0,0,0,0,1,0
YHR179W_YER020W,1,0,0,0,0,0,0,0,1,0
YDR086C_YHL020C,1,0,0,0,0,0,0,0,1,0
YFR021W_YDR362C,1,0,0,0,0,0,0,0,1,0
YGL120C_YDR454C,1,0,0,0,0,0,0,0,1,0
YBR011C_YKL087C,1,0,0,0,0,0,0,0,1,0
YGL023C_YCL016C,1,0,0,0,0,0,0,0,1,0
YJR042W_YER020W,1,0,0,0,0,0,0,0,1,0
YBR234C_YDR069C,1,0,0,0,0,0,0,0,1,0
YKL002W_YDR001C,1,0,0,0,0,0,0,0,1,0
YKL002W_YDR057W,1,0,0,0,0,0,0,0,1,0
YFR015C_YMR159C,1,0,0,0,0,0,0,0,1,0
YOR204W_YPR173C,1,0,0,0,0,0,0,0,1,0
YKL089W_YJR048W,1,0,0,0,0,0,0,0,1,0
YLR166C_YGL086W,1,0,0,0,0,0,0,0,1,0
YOR159C_YPR082C,1,0,0,0,0,0,0,0,1,0
YDR086C_YDR259C,1,0,0,0,0,0,0,0,1,0
YMR112C_YIL156W,1,0,0,0,0,0,0,0,1,0
YDR086C_YJR025C,1,0,0,0,0,0,0,0,1,0
YPL211W_YDR071C,1,0,0,0,0,0,0,0,1,0
YOR204W_YNL138W-A,1,0,0,0,0,0,0,0,1,0
YGL070C_YMR221C,1,0,0,0,0,0,0,0,1,0
YPR035W_YJL151C,1,0,0,0,0,0,0,0,1,0
YKL002W_YGR187C,1,0,0,0,0,0,0,0,1,0
YDR345C_YJL117W,1,0,0,0,0,0,0,0,1,0
YOR204W_YGL172W,1,0,0,0,0,0,0,0,1,0
YBR234C_YOR188W,1,0,0,0,0,0,0,0,1,0
YAL007C_YDR508C,1,0,0,0,0,0,0,0,1,0
YMR033W_YLR451W,1,0,0,0,0,0,0,0,1,0
YGL125W_YDR192C,1,0,0,0,0,0,0,0,1,0
YMR112C_YBR082C,1,0,0,0,0,0,0,0,1,0
YKL002W_YLR319C,1,0,0,0,0,0,0,0,1,0
YGL125W_YJL077C,1,0,0,0,0,0,0,0,1,0
YOR204W_YMR096W,1,0,0,0,0,0,0,0,1,0
YDR086C_YLR332W,1,0,0,0,0,0,0,0,1,0
YKL002W_YER145C,1,0,0,0,0,0,0,0,1,0
YPL211W_YMR015C,1,0,0,0,0,0,0,0,1,0
YOR204W_YNL234W,1,0,0,0,0,0,0,0,1,0
YOR204W_YKL020C,1,0,0,0,0,0,0,0,1,0
YDL128W_YML012W,1,0,0,0,0,0,0,0,1,0
YML125C_YGL055W,1,0,0,0,0,0,0,0,1,0
YGL120C_YOL081W,1,0,0,0,0,0,0,0,1,0
YKL002W_YMR221C,1,0,0,0,0,0,0,0,1,0
YOR151C_YAL047C,1,0,0,0,0,0,0,0,1,0
YDR345C_YKL212W,1,0,0,0,0,0,0,0,1,0
YKL096W-A_YKL139W,1,0,0,0,0,0,0,0,1,0
YOR204W_YER057C,1,0,0,0,0,0,0,0,1,0
YKL002W_YIL009W,1,0,0,0,0,0,0,0,1,0
YGR270W_YPR164W,1,0,0,0,0,0,0,0,1,0
YNL229C_YKL145W,1,0,0,0,0,0,0,0,1,0
YDR398W_YKL015W,1,0,0,0,0,0,0,0,1,0
YMR096W_YKL139W,1,0,0,0,0,0,0,0,1,0
YKL002W_YKL088W,1,0,0,0,0,0,0,0,1,0
YDR345C_YEL002C,1,0,0,0,0,0,0,0,1,0
YGL120C_YDL047W,1,0,0,0,0,0,0,0,1,0
YKL002W_YBL056W,1,0,0,0,0,0,0,0,1,0
YKL089W_YPR124W,1,0,0,0,0,0,0,0,1,0
YKL041W_YIL105C,1,0,0,0,0,0,0,0,1,0
YDR342C_YEL002C,1,0,0,0,0,0,0,0,1,0
YKL002W_YHL032C,1,0,0,0,0,0,0,0,1,0
YBR234C_YDL058W,1,0,0,0,0,0,0,0,1,0
